key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6.11,"MCH","Hyperconductive Armageddon","","","",1,0,0,0,"Armageddon","","","",1,0,0,0,False,False,False,False,True,True,True,True
6.12,"AST","Hyperconductive Deneb","","","",1,0,0,0,"Deneb","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.0,"PLD","Sword of the Twin Thegns","Shield of the Twin Thegns","","",1,1,0,0,"Hyperconductive Almace","Hyperconductive Ancile","","",1,1,0,0,False,False,False,False,True,True,True,True
7.1,"MNK","Sultan's Fists","","","",1,0,0,0,"Hyperconductive Verethragna","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.2,"WAR","Axe of the Blood Emperor","","","",1,0,0,0,"Hyperconductive Ukonvasara","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.3,"DRG","Trident of the Overlord","","","",1,0,0,0,"Hyperconductive Rhongomiant","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.4,"BRD","Bow of the Autarch","","","",1,0,0,0,"Hyperconductive Gandiva","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.5,"WHM","Cane of the White Tsar","","","",1,0,0,0,"Hyperconductive Majestas","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.6,"BLM","Rod of the Black Khan","","","",1,0,0,0,"Hyperconductive Hvergelmir","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.7,"SMN","Book of the Mad Queen","","","",1,0,0,0,"Hyperconductive Draconomicon","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.8,"SCH","Word of the Magnate","","","",1,0,0,0,"Hyperconductive Tetrabiblos","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.9,"NIN","Spurs of the Thorn Prince","","","",1,0,0,0,"Hyperconductive Kannagi","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.10,"DRK","Guillotine of the Tyrant","","","",1,0,0,0,"Hyperconductive Nothung","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.11,"MCH","Flame of the Dynast","","","",1,0,0,0,"Hyperconductive Armageddon","","","",1,0,0,0,False,False,False,False,True,True,True,True
7.12,"AST","Sphere of the Last Heir","","","",1,0,0,0,"Hyperconductive Deneb","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.0,"PLD","Sharpened Sword of the Twin Thegns","Sharpened Shield of the Twin Thegns","","",1,1,0,0,"Sword of the Twin Thegns","Shield of the Twin Thegns","","",1,1,0,0,False,False,False,False,True,True,True,True
8.1,"MNK","Sharpened Sultan's Fists","","","",1,0,0,0,"Sultan's Fists","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.2,"WAR","Sharpened Axe of the Blood Emperor","","","",1,0,0,0,"Axe of the Blood Emperor","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.3,"DRG","Sharpened Trident of the Overlord","","","",1,0,0,0,"Trident of the Overlord","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.4,"BRD","Sharpened Bow of the Autarch","","","",1,0,0,0,"Bow of the Autarch","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.5,"WHM","Sharpened Cane of the White Tsar","","","",1,0,0,0,"Cane of the White Tsar","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.6,"BLM","Sharpened Rod of the Black Khan","","","",1,0,0,0,"Rod of the Black Khan","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.7,"SMN","Sharpened Book of the Mad Queen","","","",1,0,0,0,"Book of the Mad Queen","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.8,"SCH","Sharpened Word of the Magnate","","","",1,0,0,0,"Word of the Magnate","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.9,"NIN","Sharpened Spurs of the Thorn Prince","","","",1,0,0,0,"Spurs of the Thorn Prince","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.10,"DRK","Sharpened Guillotine of the Tyrant","","","",1,0,0,0,"Guillotine of the Tyrant","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.11,"MCH","Sharpened Flame of the Dynast","","","",1,0,0,0,"Flame of the Dynast","","","",1,0,0,0,False,False,False,False,True,True,True,True
8.12,"AST","Sharpened Sphere of the Last Heir","","","",1,0,0,0,"Sphere of the Last Heir","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.0,"PLD","Aettir","Priwen","","",1,1,0,0,"Sharpened Sword of the Twin Thegns","Sharpened Shield of the Twin Thegns","","",1,1,0,0,False,False,False,False,True,True,True,True
9.1,"MNK","Nyepels","","","",1,0,0,0,"Sharpened Sultan's Fists","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.2,"WAR","Minos","","","",1,0,0,0,"Sharpened Axe of the Blood Emperor","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.3,"DRG","Areadbhar","","","",1,0,0,0,"Sharpened Trident of the Overlord","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.4,"BRD","Terpander","","","",1,0,0,0,"Sharpened Bow of the Autarch","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.5,"WHM","Sindri","","","",1,0,0,0,"Sharpened Cane of the White Tsar","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.6,"BLM","Kaladanda","","","",1,0,0,0,"Sharpened Rod of the Black Khan","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.7,"SMN","Mimesis","","","",1,0,0,0,"Sharpened Book of the Mad Queen","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.8,"SCH","Anabasis","","","",1,0,0,0,"Sharpened Word of the Magnate","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.9,"NIN","Sandungs","","","",1,0,0,0,"Sharpened Spurs of the Thorn Prince","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.10,"DRK","Cronus","","","",1,0,0,0,"Sharpened Guillotine of the Tyrant","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.11,"MCH","Deathlocke","","","",1,0,0,0,"Sharpened Flame of the Dynast","","","",1,0,0,0,False,False,False,False,True,True,True,True
9.12,"AST","Canopus","","","",1,0,0,0,"Sharpened Sphere of the Last Heir","","","",1,0,0,0,False,False,False,False,True,True,True,True
10.0,"PLD","Aettir Lux","Priwen Lux","","",1,1,0,0,"Aettir","Priwen","","",1,1,0,0,True,True,False,False,True,True,True,True
10.1,"MNK","Nyepels Lux","","","",1,0,0,0,"Nyepels","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.2,"WAR","Minos Lux","","","",1,0,0,0,"Minos","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.3,"DRG","Areadbhar Lux","","","",1,0,0,0,"Areadbhar","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.4,"BRD","Terpander Lux","","","",1,0,0,0,"Terpander","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.5,"WHM","Sindri Lux","","","",1,0,0,0,"Sindri","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.6,"BLM","Kaladanda Lux","","","",1,0,0,0,"Kaladanda","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.7,"SMN","Mimesis Lux","","","",1,0,0,0,"Mimesis","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.8,"SCH","Anabasis Lux","","","",1,0,0,0,"Anabasis","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.9,"NIN","Sandungs Lux","","","",1,0,0,0,"Sandungs","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.10,"DRK","Cronus Lux","","","",1,0,0,0,"Cronus","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.11,"MCH","Deathlocke Lux","","","",1,0,0,0,"Deathlocke","","","",1,0,0,0,True,False,False,False,True,True,True,True
10.12,"AST","Canopus Lux","","","",1,0,0,0,"Canopus","","","",1,0,0,0,True,False,False,False,True,True,True,True
11.0,"CRP","Namazu Koban","Wind Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.1,"BSM","Namazu Koban","Fire Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.2,"ARM","Namazu Koban","Ice Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.3,"GSM","Namazu Koban","Wind Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.4,"LTW","Namazu Koban","Earth Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.5,"WVR","Namazu Koban","Lightning Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.6,"ALC","Namazu Koban","Water Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.7,"CUL","Namazu Koban","Fire Crystal","","",1,20,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.8,"MIN","Namazu Koban","Cordial","","",1,1,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.9,"BTN","Namazu Koban","Cordial","","",1,1,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
11.10,"FSH","Namazu Koban","Cordial","","",1,1,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.0,"PLD","Honorbound","Tenacity","","",1,1,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.1,"MNK","Samsara","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.2,"WAR","Skullrender","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.3,"DRG","Dreizack","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.4,"BRD","Brilliance","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.5,"WHM","Ingrimm","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.6,"BLM","Soulscourge","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.7,"SMN","Espiritus","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.8,"SCH","Akademos","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.9,"NIN","Honeshirazu","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.10,"DRK","Woeborn","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.11,"MCH","Lawman","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.12,"AST","Solstice","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.13,"SAM","Hoshikiri","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.14,"RDM","Talekeeper","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.15,"GNB","Crownsblade","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
12.16,"DNC","Enchufla","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.0,"PLD","Honorbound","Tenacity","","",1,1,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.1,"MNK","Samsara","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.2,"WAR","Skullrender","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.3,"DRG","Dreizack","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.4,"BRD","Brilliance","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.5,"WHM","Ingrimm","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.6,"BLM","Soulscourge","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.7,"SMN","Espiritus","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.8,"SCH","Akademos","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.9,"NIN","Honeshirazu","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.10,"DRK","Woeborn","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.11,"MCH","Lawman","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.12,"AST","Solstice","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.13,"SAM","Hoshikiri","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.14,"RDM","Talekeeper","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.15,"GNB","Crownsblade","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
13.16,"DNC","Enchufla","","","",1,0,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
14.0,"CRP","Augmented Dragonsung Saw","","","",1,0,0,0,"Dragonsung Saw","Carpenter's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.1,"BSM","Augmented Dragonsung Cross-pein Hammer","","","",1,0,0,0,"Dragonsung Cross-pein Hammer","Blacksmith's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.2,"ARM","Augmented Dragonsung Raising Hammer","","","",1,0,0,0,"Dragonsung Raising Hammer","Armorer's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.3,"GSM","Augmented Dragonsung Lapidary Hammer","","","",1,0,0,0,"Dragonsung Lapidary Hammer","Goldsmith's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.4,"LTW","Augmented Dragonsung Round Knife","","","",1,0,0,0,"Dragonsung Round Knife","Leatherworker's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.5,"WVR","Augmented Dragonsung Needle","","","",1,0,0,0,"Dragonsung Needle","Weaver's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.6,"ALC","Augmented Dragonsung Alembic","","","",1,0,0,0,"Dragonsung Alembic","Alchemist's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.7,"CUL","Augmented Dragonsung Frypan","","","",1,0,0,0,"Dragonsung Frypan","Culinarian's Gobbiegoo","","",1,90,0,0,False,False,False,False,True,False,True,True
14.8,"MIN","Augmented Dragonsung Pickaxe","","","",1,0,0,0,"Dragonsung Pickaxe","Miner's Gobbiegoo","Oddly Specific Landborne Aethersand","",1,50,180,0,False,False,False,False,True,False,False,True
14.9,"BTN","Augmented Dragonsung Hatchet","","","",1,0,0,0,"Dragonsung Hatchet","Botanist's Gobbiegoo","Oddly Specific Leafborne Aethersand","",1,50,180,0,False,False,False,False,True,False,False,True
14.10,"FSH","Augmented Dragonsung Fishing Rod","","","",1,0,0,0,"Dragonsung Fishing Rod","Fisher's Gobbiegoo","","",1,6,0,0,False,False,False,False,True,False,True,True
15.0,"CRP","Skysung Saw","","","",1,0,0,0,"Augmented Dragonsung Saw","Highly Viscous Carpenter's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.1,"BSM","Skysung Cross-pein Hammer","","","",1,0,0,0,"Augmented Dragonsung Cross-pein Hammer","Highly Viscous Blacksmith's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.2,"ARM","Skysung Raising Hammer","","","",1,0,0,0,"Augmented Dragonsung Raising Hammer","Highly Viscous Armorer's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.3,"GSM","Skysung Lapidary Hammer","","","",1,0,0,0,"Augmented Dragonsung Lapidary Hammer","Highly Viscous Goldsmith's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.4,"LTW","Skysung Round Knife","","","",1,0,0,0,"Augmented Dragonsung Round Knife","Highly Viscous Leatherworker's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.5,"WVR","Skysung Needle","","","",1,0,0,0,"Augmented Dragonsung Needle","Highly Viscous Weaver's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.6,"ALC","Skysung Alembic","","","",1,0,0,0,"Augmented Dragonsung Alembic","Highly Viscous Alchemist's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.7,"CUL","Skysung Frypan","","","",1,0,0,0,"Augmented Dragonsung Frypan","Highly Viscous Culinarian's Gobbiegoo","","",1,105,0,0,False,False,False,False,True,False,True,True
15.8,"MIN","Skysung Pickaxe","","","",1,0,0,0,"Augmented Dragonsung Pickaxe","Highly Viscous Miner's Gobbiegoo","Oddly Specific Primordial Asphaltum","",1,60,200,0,False,False,False,False,True,False,False,True
15.9,"BTN","Skysung Hatchet","","","",1,0,0,0,"Augmented Dragonsung Hatchet","Highly Viscous Botanist's Gobbiegoo","Oddly Specific Primordial Resin","",1,60,200,0,False,False,False,False,True,False,False,True
15.10,"FSH","Skysung Fishing Rod","","","",1,0,0,0,"Augmented Dragonsung Fishing Rod","Highly Viscous Fisher's Gobbiegoo","","",1,7,0,0,False,False,False,False,True,False,True,True
16.0,"CRP","Hammered Frogment","Wind Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.1,"BSM","Hammered Frogment","Fire Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.2,"ARM","Hammered Frogment","Ice Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.3,"GSM","Hammered Frogment","Wind Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.4,"LTW","Hammered Frogment","Earth Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.5,"WVR","Hammered Frogment","Lightning Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.6,"ALC","Hammered Frogment","Water Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
16.7,"CUL","Hammered Frogment","Fire Crystal","","",1,25,0,0,"","","","",0,0,0,0,False,False,False,False,True,True,True,True
17.0,"PLD","Augmented Honorbound","Augmented Tenacity","","",1,1,0,0,"Honorbound","Tenacity","","",1,1,0,0,False,False,False,False,True,True,True,True
17.1,"MNK","Augmented Samsara","","","",1,0,0,0,"Samsara","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.2,"WAR","Augmented Skullrender","","","",1,0,0,0,"Skullrender","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.3,"DRG","Augmented Dreizack","","","",1,0,0,0,"Dreizack","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.4,"BRD","Augmented Brilliance","","","",1,0,0,0,"Brilliance","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.5,"WHM","Augmented Ingrimm","","","",1,0,0,0,"Ingrimm","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.6,"BLM","Augmented Soulscourge","","","",1,0,0,0,"Soulscourge","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.7,"SMN","Augmented Espiritus","","","",1,0,0,0,"Espiritus","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.8,"SCH","Augmented Akademos","","","",1,0,0,0,"Akademos","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.9,"NIN","Augmented Honeshirazu","","","",1,0,0,0,"Honeshirazu","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.10,"DRK","Augmented Woeborn","","","",1,0,0,0,"Woeborn","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.11,"MCH","Augmented Lawman","","","",1,0,0,0,"Lawman","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.12,"AST","Augmented Solstice","","","",1,0,0,0,"Solstice","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.13,"SAM","Augmented Hoshikiri","","","",1,0,0,0,"Hoshikiri","","","",1,0,0,0,False,False,False,False,True,True,True,True
17.14,"RDM","Augmented Talekeeper","","","",1,0,0,0,"Talekeeper","","","",1,0,0,0,False,False,False,False,True,True,True,True
